Class ID,Status,Capacity,Count,Course Title,Section,Faculty,Type,Day,Start Time,End Time,Room,Department
00001,Freshman,43,43,INTRODUCTION TO BUSINESS [A1],A1,-,Theory,Monday,12:30 PM,2:00 PM,3207,FACULTY OF BUSINESS ADMINISTRATION
00001,Freshman,43,43,INTRODUCTION TO BUSINESS [A1],A1,-,Theory,Wednesday,12:30 PM,2:00 PM,3207,FACULTY OF BUSINESS ADMINISTRATION
00002,Freshman,42,41,INTRODUCTION TO BUSINESS [A2],A2,-,Theory,Sunday,8:00 AM,9:30 AM,5113,FACULTY OF BUSINESS ADMINISTRATION
00002,Freshman,42,41,INTRODUCTION TO BUSINESS [A2],A2,-,Theory,Tuesday,8:00 AM,9:30 AM,5113,FACULTY OF BUSINESS ADMINISTRATION
00003,Freshman,41,41,INTRODUCTION TO BUSINESS [A3],A3,-,Theory,Monday,8:00 AM,9:30 AM,2212,FACULTY OF BUSINESS ADMINISTRATION
00003,Freshman,41,41,INTRODUCTION TO BUSINESS [A3],A3,-,Theory,Wednesday,8:00 AM,9:30 AM,2212,FACULTY OF BUSINESS ADMINISTRATION
00004,Freshman,41,41,INTRODUCTION TO BUSINESS [A4],A4,-,Theory,Sunday,9:30 AM,11:00 AM,5111,FACULTY OF BUSINESS ADMINISTRATION
00004,Freshman,41,41,INTRODUCTION TO BUSINESS [A4],A4,-,Theory,Tuesday,9:30 AM,11:00 AM,5111,FACULTY OF BUSINESS ADMINISTRATION
00005,Freshman,42,42,INTRODUCTION TO BUSINESS [A5],A5,-,Theory,Monday,12:30 PM,2:00 PM,3120,FACULTY OF BUSINESS ADMINISTRATION
00005,Freshman,42,42,INTRODUCTION TO BUSINESS [A5],A5,-,Theory,Wednesday,12:30 PM,2:00 PM,3120,FACULTY OF BUSINESS ADMINISTRATION
00006,Freshman,40,40,INTRODUCTION TO BUSINESS [A6],A6,-,Theory,Monday,8:00 AM,9:30 AM,3120,FACULTY OF BUSINESS ADMINISTRATION
00006,Freshman,40,40,INTRODUCTION TO BUSINESS [A6],A6,-,Theory,Wednesday,8:00 AM,9:30 AM,3120,FACULTY OF BUSINESS ADMINISTRATION
00007,Freshman,43,43,INTRODUCTION TO BUSINESS [A7],A7,-,Theory,Sunday,12:30 PM,2:00 PM,5111,FACULTY OF BUSINESS ADMINISTRATION
00007,Freshman,43,43,INTRODUCTION TO BUSINESS [A7],A7,-,Theory,Tuesday,12:30 PM,2:00 PM,5111,FACULTY OF BUSINESS ADMINISTRATION
00008,Cancel,40,0,INTRODUCTION TO BUSINESS [A8],A8,-,Theory,Monday,2:00 PM,3:30 PM,DN0610,FACULTY OF BUSINESS ADMINISTRATION
00008,Cancel,40,0,INTRODUCTION TO BUSINESS [A8],A8,-,Theory,Wednesday,2:00 PM,3:30 PM,DN0610,FACULTY OF BUSINESS ADMINISTRATION
00009,Freshman,40,0,INTRODUCTION TO BUSINESS [A9],A9,-,Theory,Sunday,8:00 AM,9:30 AM,DN0610,FACULTY OF BUSINESS ADMINISTRATION
00009,Freshman,40,0,INTRODUCTION TO BUSINESS [A9],A9,-,Theory,Tuesday,8:00 AM,9:30 AM,DN0610,FACULTY OF BUSINESS ADMINISTRATION
00010,Freshman,40,0,INTRODUCTION TO BUSINESS [A10],A10,-,Theory,Sunday,2:00 PM,3:30 PM,DS0605,FACULTY OF BUSINESS ADMINISTRATION
00010,Freshman,40,0,INTRODUCTION TO BUSINESS [A10],A10,-,Theory,Tuesday,2:00 PM,3:30 PM,DS0605,FACULTY OF BUSINESS ADMINISTRATION
00011,Freshman,40,0,INTRODUCTION TO BUSINESS [A11],A11,-,Theory,Sunday,12:30 PM,2:00 PM,DS0805,FACULTY OF BUSINESS ADMINISTRATION
00011,Freshman,40,0,INTRODUCTION TO BUSINESS [A11],A11,-,Theory,Tuesday,12:30 PM,2:00 PM,DS0805,FACULTY OF BUSINESS ADMINISTRATION
00012,Reserved,40,0,INTRODUCTION TO BUSINESS [A],A,-,Theory,Sunday,8:00 AM,9:30 AM,3118,FACULTY OF BUSINESS ADMINISTRATION
00012,Reserved,40,0,INTRODUCTION TO BUSINESS [A],A,-,Theory,Tuesday,8:00 AM,9:30 AM,3118,FACULTY OF BUSINESS ADMINISTRATION
00013,Cancel,40,0,INTRODUCTION TO BUSINESS [B],B,-,Theory,Monday,9:30 AM,11:00 AM,3105,FACULTY OF BUSINESS ADMINISTRATION
00013,Cancel,40,0,INTRODUCTION TO BUSINESS [B],B,-,Theory,Wednesday,9:30 AM,11:00 AM,3105,FACULTY OF BUSINESS ADMINISTRATION
00014,Freshman,43,43,FINANCIAL ACCOUNTING [A1],A1,-,Theory,Monday,8:00 AM,9:30 AM,2210,FACULTY OF BUSINESS ADMINISTRATION
00014,Freshman,43,43,FINANCIAL ACCOUNTING [A1],A1,-,Theory,Wednesday,8:00 AM,9:30 AM,2210,FACULTY OF BUSINESS ADMINISTRATION
00015,Freshman,42,41,FINANCIAL ACCOUNTING [A2],A2,-,Theory,Sunday,9:30 AM,11:00 AM,5113,FACULTY OF BUSINESS ADMINISTRATION
00015,Freshman,42,41,FINANCIAL ACCOUNTING [A2],A2,-,Theory,Tuesday,9:30 AM,11:00 AM,5113,FACULTY OF BUSINESS ADMINISTRATION
00016,Freshman,41,41,FINANCIAL ACCOUNTING [A3],A3,-,Theory,Monday,12:30 PM,2:00 PM,5115,FACULTY OF BUSINESS ADMINISTRATION
00016,Freshman,41,41,FINANCIAL ACCOUNTING [A3],A3,-,Theory,Wednesday,12:30 PM,2:00 PM,5115,FACULTY OF BUSINESS ADMINISTRATION
00017,Freshman,41,41,FINANCIAL ACCOUNTING [A4],A4,-,Theory,Sunday,8:00 AM,9:30 AM,6103,FACULTY OF BUSINESS ADMINISTRATION
00017,Freshman,41,41,FINANCIAL ACCOUNTING [A4],A4,-,Theory,Tuesday,8:00 AM,9:30 AM,6103,FACULTY OF BUSINESS ADMINISTRATION
00018,Freshman,42,42,FINANCIAL ACCOUNTING [A5],A5,-,Theory,Monday,9:30 AM,11:00 AM,5112,FACULTY OF BUSINESS ADMINISTRATION
00018,Freshman,42,42,FINANCIAL ACCOUNTING [A5],A5,-,Theory,Wednesday,9:30 AM,11:00 AM,5112,FACULTY OF BUSINESS ADMINISTRATION
00019,Freshman,40,40,FINANCIAL ACCOUNTING [A6],A6,-,Theory,Monday,11:00 AM,12:30 PM,5111,FACULTY OF BUSINESS ADMINISTRATION
00019,Freshman,40,40,FINANCIAL ACCOUNTING [A6],A6,-,Theory,Wednesday,11:00 AM,12:30 PM,5111,FACULTY OF BUSINESS ADMINISTRATION
00020,Freshman,41,37,FINANCIAL ACCOUNTING [A7],A7,-,Theory,Sunday,8:00 AM,9:30 AM,1120,FACULTY OF BUSINESS ADMINISTRATION
00020,Freshman,41,37,FINANCIAL ACCOUNTING [A7],A7,-,Theory,Tuesday,8:00 AM,9:30 AM,1120,FACULTY OF BUSINESS ADMINISTRATION
00021,Cancel,40,0,FINANCIAL ACCOUNTING [A8],A8,-,Theory,Monday,12:30 PM,2:00 PM,DN0610,FACULTY OF BUSINESS ADMINISTRATION
00021,Cancel,40,0,FINANCIAL ACCOUNTING [A8],A8,-,Theory,Wednesday,12:30 PM,2:00 PM,DN0610,FACULTY OF BUSINESS ADMINISTRATION
00022,Freshman,40,0,FINANCIAL ACCOUNTING [A9],A9,-,Theory,Sunday,9:30 AM,11:00 AM,DN0610,FACULTY OF BUSINESS ADMINISTRATION
00022,Freshman,40,0,FINANCIAL ACCOUNTING [A9],A9,-,Theory,Tuesday,9:30 AM,11:00 AM,DN0610,FACULTY OF BUSINESS ADMINISTRATION
00023,Freshman,40,0,FINANCIAL ACCOUNTING [A10],A10,-,Theory,Sunday,12:30 PM,2:00 PM,DS0605,FACULTY OF BUSINESS ADMINISTRATION
00023,Freshman,40,0,FINANCIAL ACCOUNTING [A10],A10,-,Theory,Tuesday,12:30 PM,2:00 PM,DS0605,FACULTY OF BUSINESS ADMINISTRATION
00024,Freshman,40,0,FINANCIAL ACCOUNTING [A11],A11,-,Theory,Sunday,9:30 AM,11:00 AM,DN0611,FACULTY OF BUSINESS ADMINISTRATION
00024,Freshman,40,0,FINANCIAL ACCOUNTING [A11],A11,-,Theory,Tuesday,9:30 AM,11:00 AM,DN0611,FACULTY OF BUSINESS ADMINISTRATION
00025,Open,40,35,FINANCIAL ACCOUNTING [A],A,-,Theory,Sunday,11:00 AM,12:30 PM,2107,FACULTY OF BUSINESS ADMINISTRATION
00025,Open,40,35,FINANCIAL ACCOUNTING [A],A,-,Theory,Tuesday,11:00 AM,12:30 PM,2107,FACULTY OF BUSINESS ADMINISTRATION
00026,Reserved,40,0,FINANCIAL ACCOUNTING [B],B,-,Theory,Monday,12:30 PM,2:00 PM,2112,FACULTY OF BUSINESS ADMINISTRATION
00026,Reserved,40,0,FINANCIAL ACCOUNTING [B],B,-,Theory,Wednesday,12:30 PM,2:00 PM,2112,FACULTY OF BUSINESS ADMINISTRATION
00027,Freshman,43,43,BANGLADESH STUDIES [BBA] [A1],A1,[DR. MD. TAUFIQUL ISLAM] ,Theory,Monday,11:00 AM,12:30 PM,3206,FACULTY OF ARTS AND SOCIAL SCIENCES
00027,Freshman,43,43,BANGLADESH STUDIES [BBA] [A1],A1,[DR. MD. TAUFIQUL ISLAM] ,Theory,Wednesday,11:00 AM,12:30 PM,3206,FACULTY OF ARTS AND SOCIAL SCIENCES
00028,Freshman,41,41,BANGLADESH STUDIES [BBA] [A2],A2,[DR. B M SAJJAD HOSSAIN] ,Theory,Monday,8:00 AM,9:30 AM,5114,FACULTY OF ARTS AND SOCIAL SCIENCES
00028,Freshman,41,41,BANGLADESH STUDIES [BBA] [A2],A2,[DR. B M SAJJAD HOSSAIN] ,Theory,Wednesday,8:00 AM,9:30 AM,5114,FACULTY OF ARTS AND SOCIAL SCIENCES
00029,Freshman,41,41,BANGLADESH STUDIES [BBA] [A3],A3,[TASNOVA JERIN ULFAT] ,Theory,Monday,11:00 AM,12:30 PM,5115,FACULTY OF ARTS AND SOCIAL SCIENCES
00029,Freshman,41,41,BANGLADESH STUDIES [BBA] [A3],A3,[TASNOVA JERIN ULFAT] ,Theory,Wednesday,11:00 AM,12:30 PM,5115,FACULTY OF ARTS AND SOCIAL SCIENCES
00030,Freshman,41,41,BANGLADESH STUDIES [BBA] [A4],A4,[MST. NASRIN AKTER] ,Theory,Monday,2:00 PM,3:30 PM,2117,FACULTY OF ARTS AND SOCIAL SCIENCES
00030,Freshman,41,41,BANGLADESH STUDIES [BBA] [A4],A4,[MST. NASRIN AKTER] ,Theory,Wednesday,2:00 PM,3:30 PM,2117,FACULTY OF ARTS AND SOCIAL SCIENCES
00031,Freshman,41,41,BANGLADESH STUDIES [BBA] [A5],A5,-,Theory,Sunday,9:30 AM,11:00 AM,3201,FACULTY OF ARTS AND SOCIAL SCIENCES
00031,Freshman,41,41,BANGLADESH STUDIES [BBA] [A5],A5,-,Theory,Tuesday,9:30 AM,11:00 AM,3201,FACULTY OF ARTS AND SOCIAL SCIENCES
00032,Freshman,40,37,BANGLADESH STUDIES [BBA] [A6],A6,[MD. MONIR HOSSAIN] ,Theory,Sunday,11:00 AM,12:30 PM,5112,FACULTY OF ARTS AND SOCIAL SCIENCES
00032,Freshman,40,37,BANGLADESH STUDIES [BBA] [A6],A6,[MD. MONIR HOSSAIN] ,Theory,Tuesday,11:00 AM,12:30 PM,5112,FACULTY OF ARTS AND SOCIAL SCIENCES
00033,Freshman,41,37,BANGLADESH STUDIES [BBA] [A7],A7,[AFROJA SULTANA] ,Theory,Sunday,9:30 AM,11:00 AM,5109,FACULTY OF ARTS AND SOCIAL SCIENCES
00033,Freshman,41,37,BANGLADESH STUDIES [BBA] [A7],A7,[AFROJA SULTANA] ,Theory,Tuesday,9:30 AM,11:00 AM,5109,FACULTY OF ARTS AND SOCIAL SCIENCES
00034,Cancel,40,0,BANGLADESH STUDIES [BBA] [A8],A8,-,Theory,Sunday,11:00 AM,12:30 PM,DN0610,FACULTY OF ARTS AND SOCIAL SCIENCES
00034,Cancel,40,0,BANGLADESH STUDIES [BBA] [A8],A8,-,Theory,Tuesday,11:00 AM,12:30 PM,DN0610,FACULTY OF ARTS AND SOCIAL SCIENCES
00035,Freshman,40,0,BANGLADESH STUDIES [BBA] [A9],A9,-,Theory,Monday,9:30 AM,11:00 AM,DN0610,FACULTY OF ARTS AND SOCIAL SCIENCES
00035,Freshman,40,0,BANGLADESH STUDIES [BBA] [A9],A9,-,Theory,Wednesday,9:30 AM,11:00 AM,DN0610,FACULTY OF ARTS AND SOCIAL SCIENCES
00036,Freshman,40,0,BANGLADESH STUDIES [BBA] [A10],A10,-,Theory,Monday,11:00 AM,12:30 PM,DS0605,FACULTY OF ARTS AND SOCIAL SCIENCES
00036,Freshman,40,0,BANGLADESH STUDIES [BBA] [A10],A10,-,Theory,Wednesday,11:00 AM,12:30 PM,DS0605,FACULTY OF ARTS AND SOCIAL SCIENCES
00037,Freshman,40,0,BANGLADESH STUDIES [BBA] [A11],A11,-,Theory,Monday,8:00 AM,9:30 AM,DN0611,FACULTY OF ARTS AND SOCIAL SCIENCES
00037,Freshman,40,0,BANGLADESH STUDIES [BBA] [A11],A11,-,Theory,Wednesday,8:00 AM,9:30 AM,DN0611,FACULTY OF ARTS AND SOCIAL SCIENCES
00038,Freshman,40,39,ENGLISH READING [A1],A1,[NAZIBA HOQUE] ,Theory,Sunday,9:30 AM,11:00 AM,5114,FACULTY OF ARTS AND SOCIAL SCIENCES
00038,Freshman,40,39,ENGLISH READING [A1],A1,[NAZIBA HOQUE] ,Theory,Tuesday,9:30 AM,11:00 AM,5114,FACULTY OF ARTS AND SOCIAL SCIENCES
00039,Freshman,41,41,ENGLISH READING [A2],A2,[ASHIKA BARI JOTEE] ,Theory,Monday,9:30 AM,11:00 AM,5114,FACULTY OF ARTS AND SOCIAL SCIENCES
00039,Freshman,41,41,ENGLISH READING [A2],A2,[ASHIKA BARI JOTEE] ,Theory,Wednesday,9:30 AM,11:00 AM,5114,FACULTY OF ARTS AND SOCIAL SCIENCES
00040,Freshman,40,35,ENGLISH READING [A3],A3,[RUKHSAR RAIYAN MODINA] ,Theory,Sunday,8:00 AM,9:30 AM,5112,FACULTY OF ARTS AND SOCIAL SCIENCES
00040,Freshman,40,35,ENGLISH READING [A3],A3,[RUKHSAR RAIYAN MODINA] ,Theory,Tuesday,8:00 AM,9:30 AM,5112,FACULTY OF ARTS AND SOCIAL SCIENCES
00041,Freshman,40,35,ENGLISH READING [A4],A4,[SHAKIKA RUBAIAT] ,Theory,Monday,9:30 AM,11:00 AM,5113,FACULTY OF ARTS AND SOCIAL SCIENCES
00041,Freshman,40,35,ENGLISH READING [A4],A4,[SHAKIKA RUBAIAT] ,Theory,Wednesday,9:30 AM,11:00 AM,5113,FACULTY OF ARTS AND SOCIAL SCIENCES
00042,Freshman,40,31,ENGLISH READING [A5],A5,[NAZIBA HOQUE] ,Theory,Sunday,8:00 AM,9:30 AM,5110,FACULTY OF ARTS AND SOCIAL SCIENCES
00042,Freshman,40,31,ENGLISH READING [A5],A5,[NAZIBA HOQUE] ,Theory,Tuesday,8:00 AM,9:30 AM,5110,FACULTY OF ARTS AND SOCIAL SCIENCES
00043,Freshman,40,32,ENGLISH READING [A6],A6,[ASHIKA BARI JOTEE] ,Theory,Sunday,2:00 PM,3:30 PM,5112,FACULTY OF ARTS AND SOCIAL SCIENCES
00043,Freshman,40,32,ENGLISH READING [A6],A6,[ASHIKA BARI JOTEE] ,Theory,Tuesday,2:00 PM,3:30 PM,5112,FACULTY OF ARTS AND SOCIAL SCIENCES
00044,Freshman,41,34,ENGLISH READING [A7],A7,[TOUHIDA EASMIN] ,Theory,Monday,2:00 PM,3:30 PM,5113,FACULTY OF ARTS AND SOCIAL SCIENCES
00044,Freshman,41,34,ENGLISH READING [A7],A7,[TOUHIDA EASMIN] ,Theory,Wednesday,2:00 PM,3:30 PM,5113,FACULTY OF ARTS AND SOCIAL SCIENCES
00045,Cancel,40,0,ENGLISH READING [A8],A8,-,Theory,Sunday,12:30 PM,2:00 PM,DN0610,FACULTY OF ARTS AND SOCIAL SCIENCES
00045,Cancel,40,0,ENGLISH READING [A8],A8,-,Theory,Tuesday,12:30 PM,2:00 PM,DN0610,FACULTY OF ARTS AND SOCIAL SCIENCES
00046,Freshman,40,0,ENGLISH READING [A9],A9,-,Theory,Monday,8:00 AM,9:30 AM,DN0610,FACULTY OF ARTS AND SOCIAL SCIENCES
00046,Freshman,40,0,ENGLISH READING [A9],A9,-,Theory,Wednesday,8:00 AM,9:30 AM,DN0610,FACULTY OF ARTS AND SOCIAL SCIENCES
00047,Freshman,40,0,ENGLISH READING [A10],A10,-,Theory,Monday,12:30 PM,2:00 PM,DS0605,FACULTY OF ARTS AND SOCIAL SCIENCES
00047,Freshman,40,0,ENGLISH READING [A10],A10,-,Theory,Wednesday,12:30 PM,2:00 PM,DS0605,FACULTY OF ARTS AND SOCIAL SCIENCES
00048,Freshman,40,0,ENGLISH READING [A11],A11,-,Theory,Monday,9:30 AM,11:00 AM,DN0611,FACULTY OF ARTS AND SOCIAL SCIENCES
00048,Freshman,40,0,ENGLISH READING [A11],A11,-,Theory,Wednesday,9:30 AM,11:00 AM,DN0611,FACULTY OF ARTS AND SOCIAL SCIENCES
00049,Open,44,40,ENGLISH READING [A],A,[KASPIA SULTANA] ,Theory,Monday,12:30 PM,2:00 PM,5116,FACULTY OF ARTS AND SOCIAL SCIENCES
00049,Open,44,40,ENGLISH READING [A],A,[KASPIA SULTANA] ,Theory,Wednesday,12:30 PM,2:00 PM,5116,FACULTY OF ARTS AND SOCIAL SCIENCES
00050,Reserved,40,0,ENGLISH READING [B],B,-,Theory,Sunday,8:00 AM,9:30 AM,6212,FACULTY OF ARTS AND SOCIAL SCIENCES
00050,Reserved,40,0,ENGLISH READING [B],B,-,Theory,Tuesday,8:00 AM,9:30 AM,6212,FACULTY OF ARTS AND SOCIAL SCIENCES
00051,Freshman,42,41,BUSINESS MATHEMATICS-1 [A1],A1,-,Theory,Sunday,8:00 AM,9:30 AM,5114,FACULTY OF BUSINESS ADMINISTRATION
00051,Freshman,42,41,BUSINESS MATHEMATICS-1 [A1],A1,-,Theory,Tuesday,8:00 AM,9:30 AM,5114,FACULTY OF BUSINESS ADMINISTRATION
00052,Freshman,41,35,BUSINESS MATHEMATICS-1 [A2],A2,-,Theory,Sunday,12:30 PM,2:00 PM,1121,FACULTY OF BUSINESS ADMINISTRATION
00052,Freshman,41,35,BUSINESS MATHEMATICS-1 [A2],A2,-,Theory,Tuesday,12:30 PM,2:00 PM,1121,FACULTY OF BUSINESS ADMINISTRATION
00053,Freshman,40,36,BUSINESS MATHEMATICS-1 [A3],A3,-,Theory,Sunday,11:00 AM,12:30 PM,5103,FACULTY OF BUSINESS ADMINISTRATION
00053,Freshman,40,36,BUSINESS MATHEMATICS-1 [A3],A3,-,Theory,Tuesday,11:00 AM,12:30 PM,5103,FACULTY OF BUSINESS ADMINISTRATION
00054,Freshman,40,40,BUSINESS MATHEMATICS-1 [A4],A4,-,Theory,Monday,11:00 AM,12:30 PM,5113,FACULTY OF BUSINESS ADMINISTRATION
00054,Freshman,40,40,BUSINESS MATHEMATICS-1 [A4],A4,-,Theory,Wednesday,11:00 AM,12:30 PM,5113,FACULTY OF BUSINESS ADMINISTRATION
00055,Freshman,40,36,BUSINESS MATHEMATICS-1 [A5],A5,-,Theory,Monday,8:00 AM,9:30 AM,5112,FACULTY OF BUSINESS ADMINISTRATION
00055,Freshman,40,36,BUSINESS MATHEMATICS-1 [A5],A5,-,Theory,Wednesday,8:00 AM,9:30 AM,5112,FACULTY OF BUSINESS ADMINISTRATION
00056,Freshman,40,37,BUSINESS MATHEMATICS-1 [A6],A6,-,Theory,Monday,12:30 PM,2:00 PM,5111,FACULTY OF BUSINESS ADMINISTRATION
00056,Freshman,40,37,BUSINESS MATHEMATICS-1 [A6],A6,-,Theory,Wednesday,12:30 PM,2:00 PM,5111,FACULTY OF BUSINESS ADMINISTRATION
00057,Freshman,41,35,BUSINESS MATHEMATICS-1 [A7],A7,-,Theory,Monday,12:30 PM,2:00 PM,5113,FACULTY OF BUSINESS ADMINISTRATION
00057,Freshman,41,35,BUSINESS MATHEMATICS-1 [A7],A7,-,Theory,Wednesday,12:30 PM,2:00 PM,5113,FACULTY OF BUSINESS ADMINISTRATION
00058,Cancel,40,0,BUSINESS MATHEMATICS-1 [A8],A8,-,Theory,Sunday,8:00 AM,9:30 AM,1121,FACULTY OF BUSINESS ADMINISTRATION
00058,Cancel,40,0,BUSINESS MATHEMATICS-1 [A8],A8,-,Theory,Tuesday,8:00 AM,9:30 AM,1121,FACULTY OF BUSINESS ADMINISTRATION
00059,Freshman,40,0,BUSINESS MATHEMATICS-1 [A9],A9,-,Theory,Monday,12:30 PM,2:00 PM,6210,FACULTY OF BUSINESS ADMINISTRATION
00059,Freshman,40,0,BUSINESS MATHEMATICS-1 [A9],A9,-,Theory,Wednesday,12:30 PM,2:00 PM,6210,FACULTY OF BUSINESS ADMINISTRATION
00060,Freshman,40,0,BUSINESS MATHEMATICS-1 [A10],A10,-,Theory,Monday,8:00 AM,9:30 AM,3204,FACULTY OF BUSINESS ADMINISTRATION
00060,Freshman,40,0,BUSINESS MATHEMATICS-1 [A10],A10,-,Theory,Wednesday,8:00 AM,9:30 AM,3204,FACULTY OF BUSINESS ADMINISTRATION
00061,Freshman,40,0,BUSINESS MATHEMATICS-1 [A11],A11,-,Theory,Sunday,8:00 AM,9:30 AM,DN0611,FACULTY OF BUSINESS ADMINISTRATION
00061,Freshman,40,0,BUSINESS MATHEMATICS-1 [A11],A11,-,Theory,Tuesday,8:00 AM,9:30 AM,DN0611,FACULTY OF BUSINESS ADMINISTRATION
00062,Open,43,35,BUSINESS MATHEMATICS-1 [A],A,-,Theory,Sunday,11:00 AM,12:30 PM,2111,FACULTY OF BUSINESS ADMINISTRATION
00062,Open,43,35,BUSINESS MATHEMATICS-1 [A],A,-,Theory,Tuesday,11:00 AM,12:30 PM,2111,FACULTY OF BUSINESS ADMINISTRATION
00063,Reserved,40,0,BUSINESS MATHEMATICS-1 [B],B,-,Theory,Monday,2:00 PM,3:30 PM,3102,FACULTY OF BUSINESS ADMINISTRATION
00063,Reserved,40,0,BUSINESS MATHEMATICS-1 [B],B,-,Theory,Wednesday,2:00 PM,3:30 PM,3102,FACULTY OF BUSINESS ADMINISTRATION
00064,Open,41,41,INTRODUCTION TO PROGRAMMING [A],A,[SHAHNAJ PARVIN] ,Theory,Monday,2:00 PM,3:30 PM,1111,FACULTY OF SCIENCE & TECHNOLOGY
00064,Open,41,41,INTRODUCTION TO PROGRAMMING [A],A,[SHAHNAJ PARVIN] ,Theory,Wednesday,2:00 PM,3:30 PM,1111,FACULTY OF SCIENCE & TECHNOLOGY
00065,Open,41,40,INTRODUCTION TO PROGRAMMING [B],B,[JUBAYER AHAMED] ,Theory,Sunday,8:00 AM,9:30 AM,1107,FACULTY OF SCIENCE & TECHNOLOGY
00065,Open,41,40,INTRODUCTION TO PROGRAMMING [B],B,[JUBAYER AHAMED] ,Theory,Tuesday,8:00 AM,9:30 AM,1107,FACULTY OF SCIENCE & TECHNOLOGY
00066,Open,41,40,INTRODUCTION TO PROGRAMMING [C],C,[NAZMUS SAKIB  SHAN] ,Theory,Sunday,2:00 PM,3:30 PM,1101,FACULTY OF SCIENCE & TECHNOLOGY
00066,Open,41,40,INTRODUCTION TO PROGRAMMING [C],C,[NAZMUS SAKIB  SHAN] ,Theory,Tuesday,2:00 PM,3:30 PM,1101,FACULTY OF SCIENCE & TECHNOLOGY
00067,Open,41,40,INTRODUCTION TO PROGRAMMING [D],D,[NAZMUS SAKIB  SHAN] ,Theory,Monday,12:30 PM,2:00 PM,DN0611,FACULTY OF SCIENCE & TECHNOLOGY
00067,Open,41,40,INTRODUCTION TO PROGRAMMING [D],D,[NAZMUS SAKIB  SHAN] ,Theory,Wednesday,12:30 PM,2:00 PM,DN0611,FACULTY OF SCIENCE & TECHNOLOGY
00068,Open,32,31,INTRODUCTION TO PROGRAMMING [E],E,[JUBAYER AHAMED] ,Theory,Sunday,9:30 AM,11:00 AM,2113,FACULTY OF SCIENCE & TECHNOLOGY
00068,Open,32,31,INTRODUCTION TO PROGRAMMING [E],E,[JUBAYER AHAMED] ,Theory,Tuesday,9:30 AM,11:00 AM,2113,FACULTY OF SCIENCE & TECHNOLOGY
00069,Open,41,40,INTRODUCTION TO PROGRAMMING [F],F,[SIRAJUM MUNIRA SHIFAT] ,Theory,Sunday,8:00 AM,9:30 AM,1105,FACULTY OF SCIENCE & TECHNOLOGY
00069,Open,41,40,INTRODUCTION TO PROGRAMMING [F],F,[SIRAJUM MUNIRA SHIFAT] ,Theory,Tuesday,8:00 AM,9:30 AM,1105,FACULTY OF SCIENCE & TECHNOLOGY
00070,Open,41,40,INTRODUCTION TO PROGRAMMING [G],G,[NAZIA  ALFAZ] ,Theory,Monday,11:00 AM,12:30 PM,2212,FACULTY OF SCIENCE & TECHNOLOGY
00070,Open,41,40,INTRODUCTION TO PROGRAMMING [G],G,[NAZIA  ALFAZ] ,Theory,Wednesday,11:00 AM,12:30 PM,2212,FACULTY OF SCIENCE & TECHNOLOGY
00071,Open,41,39,INTRODUCTION TO PROGRAMMING [H],H,[DIPTA JUSTIN GOMES] ,Theory,Monday,8:00 AM,9:30 AM,2102,FACULTY OF SCIENCE & TECHNOLOGY
00071,Open,41,39,INTRODUCTION TO PROGRAMMING [H],H,[DIPTA JUSTIN GOMES] ,Theory,Wednesday,8:00 AM,9:30 AM,2102,FACULTY OF SCIENCE & TECHNOLOGY
00072,Open,41,37,INTRODUCTION TO PROGRAMMING [I],I,[SHAIKAT DAS JOY] ,Theory,Monday,11:00 AM,12:30 PM,2210,FACULTY OF SCIENCE & TECHNOLOGY
00072,Open,41,37,INTRODUCTION TO PROGRAMMING [I],I,[SHAIKAT DAS JOY] ,Theory,Wednesday,11:00 AM,12:30 PM,2210,FACULTY OF SCIENCE & TECHNOLOGY
00073,Open,41,40,INTRODUCTION TO PROGRAMMING [J],J,[SIRAJUM MUNIRA SHIFAT] ,Theory,Sunday,9:30 AM,11:00 AM,1104,FACULTY OF SCIENCE & TECHNOLOGY
00073,Open,41,40,INTRODUCTION TO PROGRAMMING [J],J,[SIRAJUM MUNIRA SHIFAT] ,Theory,Tuesday,9:30 AM,11:00 AM,1104,FACULTY OF SCIENCE & TECHNOLOGY
00074,Open,41,38,INTRODUCTION TO PROGRAMMING [K],K,[TAMANNA ZAMAN BRISTY] ,Theory,Sunday,11:00 AM,12:30 PM,2212,FACULTY OF SCIENCE & TECHNOLOGY
00074,Open,41,38,INTRODUCTION TO PROGRAMMING [K],K,[TAMANNA ZAMAN BRISTY] ,Theory,Tuesday,11:00 AM,12:30 PM,2212,FACULTY OF SCIENCE & TECHNOLOGY
00075,Open,41,39,INTRODUCTION TO PROGRAMMING [L],L,[METHILA FARZANA WOISHE] ,Theory,Monday,11:00 AM,12:30 PM,DN0610,FACULTY OF SCIENCE & TECHNOLOGY
00075,Open,41,39,INTRODUCTION TO PROGRAMMING [L],L,[METHILA FARZANA WOISHE] ,Theory,Wednesday,11:00 AM,12:30 PM,DN0610,FACULTY OF SCIENCE & TECHNOLOGY
00076,Open,41,36,INTRODUCTION TO PROGRAMMING [M],M,[TOFAYET SULTAN] ,Theory,Monday,9:30 AM,11:00 AM,1102,FACULTY OF SCIENCE & TECHNOLOGY
00076,Open,41,36,INTRODUCTION TO PROGRAMMING [M],M,[TOFAYET SULTAN] ,Theory,Wednesday,9:30 AM,11:00 AM,1102,FACULTY OF SCIENCE & TECHNOLOGY
